journey_id,account_id,segment,region,industry,channel,funnel_stage,touch_position,total_touches,touch_timestamp,is_paid_channel,cost,converted,conversion_timestamp,days_to_conversion,revenue
14,2206,SMB,North America,Retail,partner_referral,decision,5,8,2024-10-22 13:00:00,1,255.13,1,2024-12-15 15:00:00,54.08,18786.38
14,2206,SMB,North America,Retail,email_nurture,decision,6,8,2024-11-15 15:00:00,1,10.13,1,2024-12-15 15:00:00,30.0,18786.38
14,2206,SMB,North America,Retail,google_search,consideration,7,8,2024-11-21 14:00:00,1,82.62,1,2024-12-15 15:00:00,24.04,18786.38
14,2206,SMB,North America,Retail,retargeting,decision,8,8,2024-11-30 15:00:00,1,53.51,1,2024-12-15 15:00:00,15.0,18786.38
15,2112,Mid-Market,EMEA,Healthcare,organic_search,awareness,1,8,2024-06-18 11:00:00,0,0.0,1,2024-09-18 15:00:00,92.17,60597.27
15,2112,Mid-Market,EMEA,Healthcare,linkedin_ads,awareness,2,8,2024-07-02 09:00:00,1,97.19,1,2024-09-18 15:00:00,78.25,60597.27
15,2112,Mid-Market,EMEA,Healthcare,google_search,consideration,3,8,2024-07-05 09:00:00,1,62.87,1,2024-09-18 15:00:00,75.25,60597.27
15,2112,Mid-Market,EMEA,Healthcare,review_sites,consideration,4,8,2024-07-07 12:00:00,1,48.76,1,2024-09-18 15:00:00,73.12,60597.27
15,2112,Mid-Market,EMEA,Healthcare,webinar,consideration,5,8,2024-07-16 16:00:00,1,265.97,1,2024-09-18 15:00:00,63.96,60597.27
15,2112,Mid-Market,EMEA,Healthcare,partner_referral,decision,6,8,2024-07-19 10:00:00,1,144.27,1,2024-09-18 15:00:00,61.21,60597.27
15,2112,Mid-Market,EMEA,Healthcare,direct,decision,7,8,2024-09-01 16:00:00,0,0.0,1,2024-09-18 15:00:00,16.96,60597.27
15,2112,Mid-Market,EMEA,Healthcare,email_nurture,decision,8,8,2024-09-11 15:00:00,1,5.6,1,2024-09-18 15:00:00,7.0,60597.27
16,1300,SMB,North America,Retail,linkedin_ads,awareness,1,6,2024-08-16 16:00:00,1,49.82,1,2024-11-02 17:00:00,78.04,17596.29
16,1300,SMB,North America,Retail,google_search,consideration,2,6,2024-09-19 16:00:00,1,59.46,1,2024-11-02 17:00:00,44.04,17596.29
16,1300,SMB,North America,Retail,email_nurture,decision,3,6,2024-09-22 13:00:00,1,10.51,1,2024-11-02 17:00:00,41.17,17596.29
16,1300,SMB,North America,Retail,retargeting,decision,4,6,2024-09-29 12:00:00,1,33.38,1,2024-11-02 17:00:00,34.21,17596.29
16,1300,SMB,North America,Retail,direct,decision,5,6,2024-10-05 13:00:00,0,0.0,1,2024-11-02 17:00:00,28.17,17596.29
16,1300,SMB,North America,Retail,partner_referral,decision,6,6,2024-10-27 17:00:00,1,161.37,1,2024-11-02 17:00:00,6.0,17596.29
17,81,SMB,APAC,Retail,organic_search,awareness,1,7,2024-05-02 17:00:00,0,0.0,0,,,0.0
17,81,SMB,APAC,Retail,webinar,consideration,2,7,2024-06-05 12:00:00,1,124.27,0,,,0.0
17,81,SMB,APAC,Retail,review_sites,consideration,3,7,2024-06-09 16:00:00,1,42.57,0,,,0.0
17,81,SMB,APAC,Retail,direct,decision,4,7,2024-06-16 12:00:00,0,0.0,0,,,0.0
17,81,SMB,APAC,Retail,partner_referral,decision,5,7,2024-06-18 13:00:00,1,293.37,0,,,0.0
17,81,SMB,APAC,Retail,retargeting,decision,6,7,2024-06-20 15:00:00,1,24.72,0,,,0.0
17,81,SMB,APAC,Retail,email_nurture,decision,7,7,2024-06-24 16:00:00,1,7.12,0,,,0.0
18,1553,SMB,North America,Healthcare,organic_search,awareness,1,5,2024-09-10 09:00:00,0,0.0,1,2024-12-20 12:00:00,101.12,15459.54
18,1553,SMB,North America,Healthcare,linkedin_ads,awareness,2,5,2024-10-02 17:00:00,1,61.35,1,2024-12-20 12:00:00,78.79,15459.54
18,1553,SMB,North America,Healthcare,google_search,consideration,3,5,2024-10-23 09:00:00,1,76.97,1,2024-12-20 12:00:00,58.12,15459.54
18,1553,SMB,North America,Healthcare,email_nurture,decision,4,5,2024-10-30 14:00:00,1,13.2,1,2024-12-20 12:00:00,50.92,15459.54
18,1553,SMB,North America,Healthcare,retargeting,decision,5,5,2024-12-15 12:00:00,1,24.21,1,2024-12-20 12:00:00,5.0,15459.54
19,671,Mid-Market,EMEA,SaaS,linkedin_ads,awareness,1,5,2024-05-29 10:00:00,1,52.92,0,,,0.0
19,671,Mid-Market,EMEA,SaaS,organic_search,awareness,2,5,2024-06-09 12:00:00,0,0.0,0,,,0.0
19,671,Mid-Market,EMEA,SaaS,google_search,consideration,3,5,2024-06-16 10:00:00,1,92.65,0,,,0.0
19,671,Mid-Market,EMEA,SaaS,retargeting,decision,4,5,2024-06-21 13:00:00,1,41.52,0,,,0.0
19,671,Mid-Market,EMEA,SaaS,email_nurture,decision,5,5,2024-06-22 10:00:00,1,13.94,0,,,0.0
20,2138,Mid-Market,North America,Logistics,linkedin_ads,awareness,1,8,2024-07-03 13:00:00,1,59.33,1,2024-07-29 16:00:00,26.12,46798.11
20,2138,Mid-Market,North America,Logistics,review_sites,consideration,2,8,2024-07-05 14:00:00,1,33.59,1,2024-07-29 16:00:00,24.08,46798.11
20,2138,Mid-Market,North America,Logistics,google_search,consideration,3,8,2024-07-06 12:00:00,1,59.39,1,2024-07-29 16:00:00,23.17,46798.11
20,2138,Mid-Market,North America,Logistics,webinar,consideration,4,8,2024-07-10 10:00:00,1,204.38,1,2024-07-29 16:00:00,19.25,46798.11
20,2138,Mid-Market,North America,Logistics,partner_referral,decision,5,8,2024-07-13 13:00:00,1,168.06,1,2024-07-29 16:00:00,16.12,46798.11
20,2138,Mid-Market,North America,Logistics,email_nurture,decision,6,8,2024-07-22 16:00:00,1,9.71,1,2024-07-29 16:00:00,7.0,46798.11
20,2138,Mid-Market,North America,Logistics,direct,decision,7,8,2024-07-25 12:00:00,0,0.0,1,2024-07-29 16:00:00,4.17,46798.11
20,2138,Mid-Market,North America,Logistics,retargeting,decision,8,8,2024-07-27 16:00:00,1,44.34,1,2024-07-29 16:00:00,2.0,46798.11
21,908,SMB,North America,Healthcare,linkedin_ads,awareness,1,6,2024-04-11 17:00:00,1,89.22,1,2024-06-12 14:00:00,61.88,11147.49
21,908,SMB,North America,Healthcare,organic_search,awareness,2,6,2024-04-19 14:00:00,0,0.0,1,2024-06-12 14:00:00,54.0,11147.49
21,908,SMB,North America,Healthcare,google_search,consideration,3,6,2024-05-02 15:00:00,1,80.61,1,2024-06-12 14:00:00,40.96,11147.49
21,908,SMB,North America,Healthcare,review_sites,consideration,4,6,2024-05-12 17:00:00,1,50.65,1,2024-06-12 14:00:00,30.88,11147.49
21,908,SMB,North America,Healthcare,direct,decision,5,6,2024-05-16 14:00:00,0,0.0,1,2024-06-12 14:00:00,27.0,11147.49
21,908,SMB,North America,Healthcare,retargeting,decision,6,6,2024-05-26 14:00:00,1,54.28,1,2024-06-12 14:00:00,17.0,11147.49
22,735,Mid-Market,North America,Healthcare,linkedin_ads,awareness,1,5,2024-07-01 17:00:00,1,75.05,0,,,0.0
22,735,Mid-Market,North America,Healthcare,organic_search,awareness,2,5,2024-07-04 13:00:00,0,0.0,0,,,0.0
22,735,Mid-Market,North America,Healthcare,google_search,consideration,3,5,2024-07-08 11:00:00,1,39.44,0,,,0.0
22,735,Mid-Market,North America,Healthcare,webinar,consideration,4,5,2024-07-17 16:00:00,1,217.01,0,,,0.0
22,735,Mid-Market,North America,Healthcare,direct,decision,5,5,2024-07-20 10:00:00,0,0.0,0,,,0.0
23,1245,SMB,North America,Retail,linkedin_ads,awareness,1,3,2024-02-26 12:00:00,1,87.65,0,,,0.0
23,1245,SMB,North America,Retail,webinar,consideration,2,3,2024-03-06 17:00:00,1,120.24,0,,,0.0
23,1245,SMB,North America,Retail,direct,decision,3,3,2024-03-19 15:00:00,0,0.0,0,,,0.0
24,865,Enterprise,North America,Fintech,linkedin_ads,awareness,1,5,2024-01-30 11:00:00,1,85.84,1,2024-04-08 16:00:00,69.21,116765.29
24,865,Enterprise,North America,Fintech,google_search,consideration,2,5,2024-02-10 09:00:00,1,73.86,1,2024-04-08 16:00:00,58.29,116765.29
24,865,Enterprise,North America,Fintech,direct,decision,3,5,2024-02-12 15:00:00,0,0.0,1,2024-04-08 16:00:00,56.04,116765.29
24,865,Enterprise,North America,Fintech,email_nurture,decision,4,5,2024-02-20 16:00:00,1,14.9,1,2024-04-08 16:00:00,48.0,116765.29
24,865,Enterprise,North America,Fintech,retargeting,decision,5,5,2024-03-31 16:00:00,1,48.59,1,2024-04-08 16:00:00,8.0,116765.29
25,1183,SMB,North America,Healthcare,organic_search,awareness,1,6,2024-05-01 09:00:00,0,0.0,0,,,0.0
25,1183,SMB,North America,Healthcare,review_sites,consideration,2,6,2024-05-13 15:00:00,1,46.91,0,,,0.0
25,1183,SMB,North America,Healthcare,webinar,consideration,3,6,2024-05-16 14:00:00,1,185.18,0,,,0.0
25,1183,SMB,North America,Healthcare,google_search,consideration,4,6,2024-05-18 13:00:00,1,51.69,0,,,0.0
25,1183,SMB,North America,Healthcare,email_nurture,decision,5,6,2024-05-24 09:00:00,1,15.96,0,,,0.0
25,1183,SMB,North America,Healthcare,retargeting,decision,6,6,2024-05-30 10:00:00,1,34.13,0,,,0.0
26,1426,Mid-Market,APAC,Manufacturing,organic_search,awareness,1,6,2024-03-29 16:00:00,0,0.0,0,,,0.0
26,1426,Mid-Market,APAC,Manufacturing,google_search,consideration,2,6,2024-04-02 13:00:00,1,66.11,0,,,0.0
26,1426,Mid-Market,APAC,Manufacturing,webinar,consideration,3,6,2024-04-13 15:00:00,1,215.85,0,,,0.0
26,1426,Mid-Market,APAC,Manufacturing,direct,decision,4,6,2024-04-18 17:00:00,0,0.0,0,,,0.0
26,1426,Mid-Market,APAC,Manufacturing,retargeting,decision,5,6,2024-05-04 09:00:00,1,36.44,0,,,0.0
26,1426,Mid-Market,APAC,Manufacturing,email_nurture,decision,6,6,2024-05-16 16:00:00,1,9.3,0,,,0.0
27,1180,SMB,North America,Fintech,linkedin_ads,awareness,1,6,2024-05-07 11:00:00,1,63.28,0,,,0.0
27,1180,SMB,North America,Fintech,review_sites,consideration,2,6,2024-05-19 13:00:00,1,48.46,0,,,0.0
27,1180,SMB,North America,Fintech,retargeting,decision,3,6,2024-06-03 17:00:00,1,32.19,0,,,0.0
27,1180,SMB,North America,Fintech,partner_referral,decision,4,6,2024-07-20 09:00:00,1,304.37,0,,,0.0
27,1180,SMB,North America,Fintech,email_nurture,decision,5,6,2024-07-23 17:00:00,1,10.1,0,,,0.0
27,1180,SMB,North America,Fintech,direct,decision,6,6,2024-08-14 15:00:00,0,0.0,0,,,0.0
28,1700,Enterprise,APAC,Healthcare,linkedin_ads,awareness,1,5,2024-05-09 13:00:00,1,62.52,0,,,0.0
28,1700,Enterprise,APAC,Healthcare,webinar,consideration,2,5,2024-06-12 16:00:00,1,241.84,0,,,0.0
28,1700,Enterprise,APAC,Healthcare,google_search,consideration,3,5,2024-06-14 11:00:00,1,37.62,0,,,0.0
28,1700,Enterprise,APAC,Healthcare,retargeting,decision,4,5,2024-08-09 16:00:00,1,45.55,0,,,0.0
28,1700,Enterprise,APAC,Healthcare,email_nurture,decision,5,5,2024-08-22 17:00:00,1,12.46,0,,,0.0
29,624,Mid-Market,North America,Logistics,organic_search,awareness,1,6,2024-02-05 17:00:00,0,0.0,1,2024-03-10 11:00:00,33.75,63874.38
29,624,Mid-Market,North America,Logistics,webinar,consideration,2,6,2024-02-12 16:00:00,1,116.1,1,2024-03-10 11:00:00,26.79,63874.38
29,624,Mid-Market,North America,Logistics,review_sites,consideration,3,6,2024-02-16 09:00:00,1,25.28,1,2024-03-10 11:00:00,23.08,63874.38
29,624,Mid-Market,North America,Logistics,direct,decision,4,6,2024-02-18 11:00:00,0,0.0,1,2024-03-10 11:00:00,21.0,63874.38
29,624,Mid-Market,North America,Logistics,partner_referral,decision,5,6,2024-02-20 15:00:00,1,246.23,1,2024-03-10 11:00:00,18.83,63874.38
29,624,Mid-Market,North America,Logistics,email_nurture,decision,6,6,2024-02-22 11:00:00,1,15.05,1,2024-03-10 11:00:00,17.0,63874.38
30,404,Enterprise,EMEA,Manufacturing,linkedin_ads,awareness,1,8,2024-08-14 09:00:00,1,112.42,1,2024-11-17 17:00:00,95.33,143352.48
30,404,Enterprise,EMEA,Manufacturing,google_search,consideration,2,8,2024-08-16 13:00:00,1,62.92,1,2024-11-17 17:00:00,93.17,143352.48
30,404,Enterprise,EMEA,Manufacturing,review_sites,consideration,3,8,2024-08-23 14:00:00,1,35.81,1,2024-11-17 17:00:00,86.12,143352.48
30,404,Enterprise,EMEA,Manufacturing,webinar,consideration,4,8,2024-09-01 14:00:00,1,202.92,1,2024-11-17 17:00:00,77.12,143352.48
30,404,Enterprise,EMEA,Manufacturing,email_nurture,decision,5,8,2024-09-18 15:00:00,1,4.89,1,2024-11-17 17:00:00,60.08,143352.48
30,404,Enterprise,EMEA,Manufacturing,direct,decision,6,8,2024-09-21 11:00:00,0,0.0,1,2024-11-17 17:00:00,57.25,143352.48
30,404,Enterprise,EMEA,Manufacturing,retargeting,decision,7,8,2024-10-06 12:00:00,1,52.97,1,2024-11-17 17:00:00,42.21,143352.48
30,404,Enterprise,EMEA,Manufacturing,partner_referral,decision,8,8,2024-11-07 17:00:00,1,317.53,1,2024-11-17 17:00:00,10.0,143352.48
31,1025,SMB,APAC,Logistics,organic_search,awareness,1,6,2024-02-26 14:00:00,0,0.0,1,2024-04-30 13:00:00,63.96,10285.07
31,1025,SMB,APAC,Logistics,review_sites,consideration,2,6,2024-03-06 13:00:00,1,31.13,1,2024-04-30 13:00:00,55.0,10285.07
31,1025,SMB,APAC,Logistics,webinar,consideration,3,6,2024-03-15 13:00:00,1,152.61,1,2024-04-30 13:00:00,46.0,10285.07
31,1025,SMB,APAC,Logistics,google_search,consideration,4,6,2024-03-21 09:00:00,1,80.33,1,2024-04-30 13:00:00,40.17,10285.07
31,1025,SMB,APAC,Logistics,direct,decision,5,6,2024-04-14 15:00:00,0,0.0,1,2024-04-30 13:00:00,15.92,10285.07
31,1025,SMB,APAC,Logistics,partner_referral,decision,6,6,2024-04-17 13:00:00,1,273.49,1,2024-04-30 13:00:00,13.0,10285.07
32,162,Mid-Market,North America,SaaS,organic_search,awareness,1,5,2024-04-26 10:00:00,0,0.0,0,,,0.0
32,162,Mid-Market,North America,SaaS,google_search,consideration,2,5,2024-05-08 13:00:00,1,93.04,0,,,0.0
32,162,Mid-Market,North America,SaaS,webinar,consideration,3,5,2024-06-07 14:00:00,1,160.17,0,,,0.0
32,162,Mid-Market,North America,SaaS,review_sites,consideration,4,5,2024-07-05 15:00:00,1,63.78,0,,,0.0
32,162,Mid-Market,North America,SaaS,email_nurture,decision,5,5,2024-07-24 11:00:00,1,13.65,0,,,0.0
33,1628,SMB,North America,Fintech,organic_search,awareness,1,7,2024-01-25 13:00:00,0,0.0,1,2024-03-17 09:00:00,51.83,11565.47
33,1628,SMB,North America,Fintech,webinar,consideration,2,7,2024-01-31 15:00:00,1,193.75,1,2024-03-17 09:00:00,45.75,11565.47
33,1628,SMB,North America,Fintech,review_sites,consideration,3,7,2024-02-16 14:00:00,1,26.67,1,2024-03-17 09:00:00,29.79,11565.47
33,1628,SMB,North America,Fintech,google_search,consideration,4,7,2024-02-22 10:00:00,1,88.24,1,2024-03-17 09:00:00,23.96,11565.47
33,1628,SMB,North America,Fintech,partner_referral,decision,5,7,2024-02-26 12:00:00,1,147.13,1,2024-03-17 09:00:00,19.88,11565.47
33,1628,SMB,North America,Fintech,retargeting,decision,6,7,2024-02-27 16:00:00,1,34.78,1,2024-03-17 09:00:00,18.71,11565.47
33,1628,SMB,North America,Fintech,email_nurture,decision,7,7,2024-03-14 09:00:00,1,12.05,1,2024-03-17 09:00:00,3.0,11565.47
34,633,Mid-Market,APAC,Manufacturing,organic_search,awareness,1,6,2024-01-30 14:00:00,0,0.0,0,,,0.0
34,633,Mid-Market,APAC,Manufacturing,webinar,consideration,2,6,2024-03-01 12:00:00,1,222.67,0,,,0.0
34,633,Mid-Market,APAC,Manufacturing,google_search,consideration,3,6,2024-03-18 16:00:00,1,73.5,0,,,0.0
34,633,Mid-Market,APAC,Manufacturing,review_sites,consideration,4,6,2024-03-28 16:00:00,1,50.66,0,,,0.0
34,633,Mid-Market,APAC,Manufacturing,direct,decision,5,6,2024-04-13 12:00:00,0,0.0,0,,,0.0
34,633,Mid-Market,APAC,Manufacturing,partner_referral,decision,6,6,2024-04-23 14:00:00,1,124.27,0,,,0.0
35,841,Mid-Market,North America,Fintech,organic_search,awareness,1,3,2024-06-16 12:00:00,0,0.0,0,,,0.0
35,841,Mid-Market,North America,Fintech,webinar,consideration,2,3,2024-06-17 14:00:00,1,201.84,0,,,0.0
35,841,Mid-Market,North America,Fintech,email_nurture,decision,3,3,2024-08-04 11:00:00,1,13.58,0,,,0.0
36,61,SMB,APAC,Fintech,linkedin_ads,awareness,1,5,2024-03-03 09:00:00,1,67.62,0,,,0.0
36,61,SMB,APAC,Fintech,organic_search,awareness,2,5,2024-03-23 11:00:00,0,0.0,0,,,0.0
36,61,SMB,APAC,Fintech,webinar,consideration,3,5,2024-04-03 15:00:00,1,219.37,0,,,0.0
36,61,SMB,APAC,Fintech,google_search,consideration,4,5,2024-04-11 17:00:00,1,36.87,0,,,0.0
36,61,SMB,APAC,Fintech,email_nurture,decision,5,5,2024-05-15 10:00:00,1,15.98,0,,,0.0
